Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
TCS	-10201.57779	407.1499241	-9213684.974	-1.819086675	-134801.4821	120.1461633	-999069.6613	40.47848691	-103.9175251	-419757.6633
HDFC Bank	-10223.4277	407.7802387	-9230408.912	-1.824315966	-135043.7131	120.3145143	-1000871.092	40.52259496	-104.1333546	-420515.3982
Bharti Airtel	-10245.27761	408.4105532	-9247132.849	-1.829545258	-135285.944	120.4828653	-1002672.523	40.566703	-104.3491842	-421273.1331
ICICI Bank	-10267.12752	409.0408677	-9263856.787	-1.83477455	-135528.1749	120.6512163	-1004473.955	40.61081104	-104.5650137	-422030.8681
St Bk of India	-10288.97743	409.6711822	-9280580.725	-1.840003842	-135770.4059	120.8195673	-1006275.386	40.65491909	-104.7808432	-422788.603
Life Insurance	-10310.82734	410.3014968	-9297304.662	-1.845233133	-136012.6368	120.9879184	-1008076.817	40.69902713	-104.9966727	-423546.3379
Infosys	-10332.67725	410.9318113	-9314028.6	-1.850462425	-136254.8678	121.1562694	-1009878.248	40.74313517	-105.2125023	-424304.0728
Hind. Unilever	-10354.52716	411.5621258	-9330752.538	-1.855691717	-136497.0987	121.3246204	-1011679.679	40.78724322	-105.4283318	-425061.8077
ITC	-10376.37708	412.1924403	-9347476.475	-1.860921008	-136739.3296	121.4929714	-1013481.11	40.83135126	-105.6441613	-425819.5426
Larsen & Toubro	-10398.22699	412.8227549	-9364200.413	-1.8661503	-136981.5606	121.6613224	-1015282.541	40.8754593	-105.8599909	-426577.2776
Bajaj Finance	-10420.0769	413.4530694	-9380924.351	-1.871379592	-137223.7915	121.8296735	-1017083.972	40.91956735	-106.0758204	-427335.0125
Maruti Suzuki	-10441.92681	414.0833839	-9397648.288	-1.876608884	-137466.0224	121.9980245	-1018885.403	40.96367539	-106.2916499	-428092.7474
HCL Technologies	-10463.77672	414.7136984	-9414372.226	-1.881838175	-137708.2534	122.1663755	-1020686.834	41.00778343	-106.5074795	-428850.4823
Adani Enterprises	-10485.62663	415.344013	-9431096.164	-1.887067467	-137950.4843	122.3347265	-1022488.265	41.05189148	-106.723309	-429608.2172
Hindustan Aeronautics	-10507.47654	415.9743275	-9447820.101	-1.892296759	-138192.7153	122.5030776	-1024289.696	41.09599952	-106.9391385	-430365.9521
M & M	-10529.32645	416.604642	-9464544.039	-1.89752605	-138434.9462	122.6714286	-1026091.127	41.14010756	-107.1549681	-431123.6871
Axis Bank	-10551.17636	417.2349565	-9481267.977	-1.902755342	-138677.1771	122.8397796	-1027892.558	41.18421561	-107.3707976	-431881.422
Sun Pharma. Inds.	-10573.02628	417.8652711	-9497991.914	-1.907984634	-138919.4081	123.0081306	-1029693.989	41.22832365	-107.5866271	-432639.1569
Tata Motors	-10594.87619	418.4955856	-9514715.852	-1.913213926	-139161.639	123.1764816	-1031495.42	41.27243169	-107.8024567	-433396.8918
NTPC	-10616.7261	419.1259001	-9531439.79	-1.918443217	-139403.87	123.3448327	-1033296.851	41.31653974	-108.0182862	-434154.6267
ONGC	-10638.57601	419.7562146	-9548163.727	-1.923672509	-139646.1009	123.5131837	-1035098.283	41.36064778	-108.2341157	-434912.3616
Kotak Mahindra Bank	-10660.42592	420.3865292	-9564887.665	-1.928901801	-139888.3318	123.6815347	-1036899.714	41.40475582	-108.4499453	-435670.0965
Avenue Supermarts	-10682.27583	421.0168437	-9581611.603	-1.934131092	-140130.5628	123.8498857	-1038701.145	41.44886387	-108.6657748	-436427.8315
UltraTech Cement	-10704.12574	421.6471582	-9598335.54	-1.939360384	-140372.7937	124.0182367	-1040502.576	41.49297191	-108.8816043	-437185.5664
Titan Company	-10725.97565	422.2774727	-9615059.478	-1.944589676	-140615.0246	124.1865878	-1042304.007	41.53707995	-109.0974339	-437943.3013
Adani Ports	-10747.82557	422.9077873	-9631783.416	-1.949818968	-140857.2556	124.3549388	-1044105.438	41.581188	-109.3132634	-438701.0362
Power Grid Corporation	-10769.67548	423.5381018	-9648507.353	-1.955048259	-141099.4865	124.5232898	-1045906.869	41.62529604	-109.5290929	-439458.7711
Coal India	-10791.52539	424.1684163	-9665231.291	-1.960277551	-141341.7175	124.6916408	-1047708.3	41.66940408	-109.7449224	-440216.506
Tata Steel	-10813.3753	424.7987309	-9681955.229	-1.965506843	-141583.9484	124.8599918	-1049509.731	41.71351212	-109.960752	-440974.241
JSW Steel	-10835.22521	425.4290454	-9698679.166	-1.970736134	-141826.1793	125.0283429	-1051311.162	41.75762017	-110.1765815	-441731.9759
HDFC Life Insurance	-10857.07512	426.0593599	-9715403.104	-1.975965426	-142068.4103	125.1966939	-1053112.593	41.80172821	-110.392411	-442489.7108
Tech Mahindra	-10878.92503	426.6896744	-9732127.042	-1.981194718	-142310.6412	125.3650449	-1054914.024	41.84583625	-110.6082406	-443247.4457
SBI Life Insurance	-10900.77494	427.319989	-9748850.979	-1.98642401	-142552.8722	125.5333959	-1056715.455	41.8899443	-110.8240701	-444005.1806
Grasim Industries	-10922.62485	427.9503035	-9765574.917	-1.991653301	-142795.1031	125.7017469	-1058516.886	41.93405234	-111.0398996	-444762.9155
Wipro	-10944.47477	428.580618	-9782298.855	-1.996882593	-143037.334	125.870098	-1060318.317	41.97816038	-111.2557292	-445520.6505
Divi's Laboratories	-10966.32468	429.2109325	-9799022.792	-2.002111885	-143279.565	126.038449	-1062119.748	42.02226843	-111.4715587	-446278.3854
Hero MotoCorp	-10988.17459	429.8412471	-9815746.73	-2.007341176	-143521.7959	126.2068	-1063921.179	42.06637647	-111.6873882	-447036.1203
Cipla	-11010.0245	430.4715616	-9832470.668	-2.012570468	-143764.0268	126.375151	-1065722.61	42.11048451	-111.9032178	-447793.8552
Britannia Industries	-11031.87441	431.1018761	-9849194.605	-2.01779976	-144006.2578	126.543502	-1067524.042	42.15459256	-112.1190473	-448551.5901
Dabur India	-11053.72432	431.7321906	-9865918.543	-2.023029052	-144248.4887	126.7118531	-1069325.473	42.1987006	-112.3348768	-449309.325
Adani Green Energy	-11075.57423	432.3625052	-9882642.481	-2.028258343	-144490.7197	126.8802041	-1071126.904	42.24280864	-112.5507064	-450067.0599
SBI Cards & Payment	-11097.42414	432.9928197	-9899366.418	-2.033487635	-144732.9506	127.0485551	-1072928.335	42.28691669	-112.7665359	-450824.7949
Bajaj Finserv	-11119.27406	433.6231342	-9916090.356	-2.038716927	-144975.1815	127.2169061	-1074729.766	42.33102473	-112.9823654	-451582.5298
Ambuja Cements	-11141.12397	434.2534487	-9932814.294	-2.043946218	-145217.4125	127.3852571	-1076531.197	42.37513277	-113.198195	-452340.2647
Dr. Reddy's Lab	-11162.97388	434.8837633	-9949538.231	-2.04917551	-145459.6434	127.5536082	-1078332.628	42.41924082	-113.4140245	-453097.9996
Vedanta	-11184.82379	435.5140778	-9966262.169	-2.054404802	-145701.8744	127.7219592	-1080134.059	42.46334886	-113.629854	-453855.7345
Apollo Hospitals	-11206.6737	436.1443923	-9982986.107	-2.059634094	-145944.1053	127.8903102	-1081935.49	42.5074569	-113.8456836	-454613.4694
Bank of Baroda	-11228.52361	436.7747068	-9999710.045	-2.064863385	-146186.3362	128.0586612	-1083736.921	42.55156495	-114.0615131	-455371.2044
Eicher Motors	-11250.37352	437.4050214	-10016433.98	-2.070092677	-146428.5672	128.2270122	-1085538.352	42.59567299	-114.2773426	-456128.9393
Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
Reliance Industries	-11272.22343	438.0353359	-10033157.92	-2.075321969	-146670.7981	128.3953633	-1087339.783	42.63978103	-114.4931721	-456886.6742
TCS	-11294.07334	438.6656504	-10049881.86	-2.080551261	-146913.029	128.5637143	-1089141.214	42.68388908	-114.7090017	-457644.4091
HDFC Bank	-11315.92326	439.2959649	-10066605.8	-2.085780552	-147155.26	128.7320653	-1090942.645	42.72799712	-114.9248312	-458402.144
Bharti Airtel	-11337.77317	439.9262795	-10083329.73	-2.091009844	-147397.4909	128.9004163	-1092744.076	42.77210516	-115.1406607	-459159.8789
ICICI Bank	-11359.62308	440.556594	-10100053.67	-2.096239136	-147639.7219	129.0687673	-1094545.507	42.81621321	-115.3564903	-459917.6138
St Bk of India	-11381.47299	441.1869085	-10116777.61	-2.101468427	-147881.9528	129.2371184	-1096346.938	42.86032125	-115.5723198	-460675.3488
Life Insurance	-11403.3229	441.817223	-10133501.55	-2.106697719	-148124.1837	129.4054694	-1098148.37	42.90442929	-115.7881493	-461433.0837
Infosys	-11425.17281	442.4475376	-10150225.48	-2.111927011	-148366.4147	129.5738204	-1099949.801	42.94853733	-116.0039789	-462190.8186
Hind. Unilever	-11447.02272	443.0778521	-10166949.42	-2.117156303	-148608.6456	129.7421714	-1101751.232	42.99264538	-116.2198084	-462948.5535
ITC	-11468.87263	443.7081666	-10183673.36	-2.122385594	-148850.8765	129.9105224	-1103552.663	43.03675342	-116.4356379	-463706.2884
Larsen & Toubro	-11490.72255	444.3384812	-10200397.3	-2.127614886	-149093.1075	130.0788735	-1105354.094	43.08086146	-116.6514675	-464464.0233
Bajaj Finance	-11512.57246	444.9687957	-10217121.23	-2.132844178	-149335.3384	130.2472245	-1107155.525	43.12496951	-116.867297	-465221.7583
Maruti Suzuki	-11534.42237	445.5991102	-10233845.17	-2.138073469	-149577.5694	130.4155755	-1108956.956	43.16907755	-117.0831265	-465979.4932
HCL Technologies	-11556.27228	446.2294247	-10250569.11	-2.143302761	-149819.8003	130.5839265	-1110758.387	43.21318559	-117.2989561	-466737.2281
Adani Enterprises	-11578.12219	446.8597393	-10267293.05	-2.148532053	-150062.0312	130.7522776	-1112559.818	43.25729364	-117.5147856	-467494.963
Hindustan Aeronautics	-11599.9721	447.4900538	-10284016.98	-2.153761345	-150304.2622	130.9206286	-1114361.249	43.30140168	-117.7306151	-468252.6979
M & M	-11621.82201	448.1203683	-10300740.92	-2.158990636	-150546.4931	131.0889796	-1116162.68	43.34550972	-117.9464447	-469010.4328
Axis Bank	-11643.67192	448.7506828	-10317464.86	-2.164219928	-150788.7241	131.2573306	-1117964.111	43.38961777	-118.1622742	-469768.1678
Sun Pharma. Inds.	-11665.52183	449.3809974	-10334188.8	-2.16944922	-151030.955	131.4256816	-1119765.542	43.43372581	-118.3781037	-470525.9027
Tata Motors	-11687.37175	450.0113119	-10350912.74	-2.174678511	-151273.1859	131.5940327	-1121566.973	43.47783385	-118.5939333	-471283.6376
NTPC	-11709.22166	450.6416264	-10367636.67	-2.179907803	-151515.4169	131.7623837	-1123368.404	43.5219419	-118.8097628	-472041.3725
ONGC	-11731.07157	451.2719409	-10384360.61	-2.185137095	-151757.6478	131.9307347	-1125169.835	43.56604994	-119.0255923	-472799.1074
Kotak Mahindra Bank	-11752.92148	451.9022555	-10401084.55	-2.190366387	-151999.8787	132.0990857	-1126971.266	43.61015798	-119.2414218	-473556.8423
Avenue Supermarts	-11774.77139	452.53257	-10417808.49	-2.195595678	-152242.1097	132.2674367	-1128772.698	43.65426603	-119.4572514	-474314.5772
UltraTech Cement	-11796.6213	453.1628845	-10434532.42	-2.20082497	-152484.3406	132.4357878	-1130574.129	43.69837407	-119.6730809	-475072.3122
Titan Company	-11818.47121	453.793199	-10451256.36	-2.206054262	-152726.5716	132.6041388	-1132375.56	43.74248211	-119.8889104	-475830.0471
Adani Ports	-11840.32112	454.4235136	-10467980.3	-2.211283553	-152968.8025	132.7724898	-1134176.991	43.78659016	-120.10474	-476587.782
Power Grid Corporation	-11862.17103	455.0538281	-10484704.24	-2.216512845	-153211.0334	132.9408408	-1135978.422	43.8306982	-120.3205695	-477345.5169
Coal India	-11884.02095	455.6841426	-10501428.17	-2.221742137	-153453.2644	133.1091918	-1137779.853	43.87480624	-120.536399	-478103.2518
Tata Steel	-11905.87086	456.3144571	-10518152.11	-2.226971429	-153695.4953	133.2775429	-1139581.284	43.91891429	-120.7522286	-478860.9867
JSW Steel	-11927.72077	456.9447717	-10534876.05	-2.23220072	-153937.7263	133.4458939	-1141382.715	43.96302233	-120.9680581	-479618.7217
HDFC Life Insurance	-11949.57068	457.5750862	-10551599.99	-2.237430012	-154179.9572	133.6142449	-1143184.146	44.00713037	-121.1838876	-480376.4566
Tech Mahindra	-11971.42059	458.2054007	-10568323.93	-2.242659304	-154422.1881	133.7825959	-1144985.577	44.05123842	-121.3997172	-481134.1915
SBI Life Insurance	-11993.2705	458.8357152	-10585047.86	-2.247888595	-154664.4191	133.9509469	-1146787.008	44.09534646	-121.6155467	-481891.9264
Grasim Industries	-12015.12041	459.4660298	-10601771.8	-2.253117887	-154906.65	134.119298	-1148588.439	44.1394545	-121.8313762	-482649.6613
Wipro	-12036.97032	460.0963443	-10618495.74	-2.258347179	-155148.8809	134.287649	-1150389.87	44.18356255	-122.0472058	-483407.3962
Divi's Laboratories	-12058.82024	460.7266588	-10635219.68	-2.263576471	-155391.1119	134.456	-1152191.301	44.22767059	-122.2630353	-484165.1312
Hero MotoCorp	-12080.67015	461.3569733	-10651943.61	-2.268805762	-155633.3428	134.624351	-1153992.732	44.27177863	-122.4788648	-484922.8661
Cipla	-12102.52006	461.9872879	-10668667.55	-2.274035054	-155875.5738	134.792702	-1155794.163	44.31588667	-122.6946944	-485680.601
Britannia Industries	-12124.36997	462.6176024	-10685391.49	-2.279264346	-156117.8047	134.9610531	-1157595.594	44.35999472	-122.9105239	-486438.3359
Dabur India	-12146.21988	463.2479169	-10702115.43	-2.284493637	-156360.0356	135.1294041	-1159397.026	44.40410276	-123.1263534	-487196.0708
Adani Green Energy	-12168.06979	463.8782315	-10718839.36	-2.289722929	-156602.2666	135.2977551	-1161198.457	44.4482108	-123.342183	-487953.8057
SBI Cards & Payment	-12189.9197	464.508546	-10735563.3	-2.294952221	-156844.4975	135.4661061	-1162999.888	44.49231885	-123.5580125	-488711.5406
Bajaj Finserv	-12211.76961	465.1388605	-10752287.24	-2.300181513	-157086.7285	135.6344571	-1164801.319	44.53642689	-123.773842	-489469.2756
Ambuja Cements	-12233.61952	465.769175	-10769011.18	-2.305410804	-157328.9594	135.8028082	-1166602.75	44.58053493	-123.9896715	-490227.0105
Dr. Reddy's Lab	-12255.46944	466.3994896	-10785735.12	-2.310640096	-157571.1903	135.9711592	-1168404.181	44.62464298	-124.2055011	-490984.7454
Vedanta	-12277.31935	467.0298041	-10802459.05	-2.315869388	-157813.4213	136.1395102	-1170205.612	44.66875102	-124.4213306	-491742.4803
Apollo Hospitals	-12299.16926	467.6601186	-10819182.99	-2.321098679	-158055.6522	136.3078612	-1172007.043	44.71285906	-124.6371601	-492500.2152
Bank of Baroda	-12321.01917	468.2904331	-10835906.93	-2.326327971	-158297.8831	136.4762122	-1173808.474	44.75696711	-124.8529897	-493257.9501
Eicher Motors	-12342.86908	468.9207477	-10852630.87	-2.331557263	-158540.1141	136.6445633	-1175609.905	44.80107515	-125.0688192	-494015.6851
Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
Reliance Industries	-12364.71899	469.5510622	-10869354.8	-2.336786555	-158782.345	136.8129143	-1177411.336	44.84518319	-125.2846487	-494773.42
TCS	-12386.5689	470.1813767	-10886078.74	-2.342015846	-159024.576	136.9812653	-1179212.767	44.88929124	-125.5004783	-495531.1549
HDFC Bank	-12408.41881	470.8116912	-10902802.68	-2.347245138	-159266.8069	137.1496163	-1181014.198	44.93339928	-125.7163078	-496288.8898
Bharti Airtel	-12430.26873	471.4420058	-10919526.62	-2.35247443	-159509.0378	137.3179673	-1182815.629	44.97750732	-125.9321373	-497046.6247
ICICI Bank	-12452.11864	472.0723203	-10936250.55	-2.357703721	-159751.2688	137.4863184	-1184617.06	45.02161537	-126.1479669	-497804.3596
St Bk of India	-12473.96855	472.7026348	-10952974.49	-2.362933013	-159993.4997	137.6546694	-1186418.491	45.06572341	-126.3637964	-498562.0946
Life Insurance	-12495.81846	473.3329493	-10969698.43	-2.368162305	-160235.7306	137.8230204	-1188219.922	45.10983145	-126.5796259	-499319.8295
Infosys	-12517.66837	473.9632639	-10986422.37	-2.373391597	-160477.9616	137.9913714	-1190021.354	45.1539395	-126.7954555	-500077.5644
Hind. Unilever	-12539.51828	474.5935784	-11003146.3	-2.378620888	-160720.1925	138.1597224	-1191822.785	45.19804754	-127.011285	-500835.2993
ITC	-12561.36819	475.2238929	-11019870.24	-2.38385018	-160962.4235	138.3280735	-1193624.216	45.24215558	-127.2271145	-501593.0342
Larsen & Toubro	-12583.2181	475.8542074	-11036594.18	-2.389079472	-161204.6544	138.4964245	-1195425.647	45.28626363	-127.4429441	-502350.7691
Bajaj Finance	-12605.06801	476.484522	-11053318.12	-2.394308764	-161446.8853	138.6647755	-1197227.078	45.33037167	-127.6587736	-503108.504
Maruti Suzuki	-12626.91793	477.1148365	-11070042.06	-2.399538055	-161689.1163	138.8331265	-1199028.509	45.37447971	-127.8746031	-503866.239
HCL Technologies	-12648.76784	477.745151	-11086765.99	-2.404767347	-161931.3472	139.0014776	-1200829.94	45.41858776	-128.0904327	-504623.9739
Adani Enterprises	-12670.61775	478.3754655	-11103489.93	-2.409996639	-162173.5782	139.1698286	-1202631.371	45.4626958	-128.3062622	-505381.7088
Hindustan Aeronautics	-12692.46766	479.0057801	-11120213.87	-2.41522593	-162415.8091	139.3381796	-1204432.802	45.50680384	-128.5220917	-506139.4437
M & M	-12714.31757	479.6360946	-11136937.81	-2.420455222	-162658.04	139.5065306	-1206234.233	45.55091188	-128.7379212	-506897.1786
Axis Bank	-12736.16748	480.2664091	-11153661.74	-2.425684514	-162900.271	139.6748816	-1208035.664	45.59501993	-128.9537508	-507654.9135
Sun Pharma. Inds.	-12758.01739	480.8967236	-11170385.68	-2.430913806	-163142.5019	139.8432327	-1209837.095	45.63912797	-129.1695803	-508412.6485
Tata Motors	-12779.8673	481.5270382	-11187109.62	-2.436143097	-163384.7328	140.0115837	-1211638.526	45.68323601	-129.3854098	-509170.3834
NTPC	-12801.71721	482.1573527	-11203833.56	-2.441372389	-163626.9638	140.1799347	-1213439.957	45.72734406	-129.6012394	-509928.1183
ONGC	-12823.56713	482.7876672	-11220557.49	-2.446601681	-163869.1947	140.3482857	-1215241.388	45.7714521	-129.8170689	-510685.8532
Kotak Mahindra Bank	-12845.41704	483.4179818	-11237281.43	-2.451830972	-164111.4257	140.5166367	-1217042.819	45.81556014	-130.0328984	-511443.5881
Avenue Supermarts	-12867.26695	484.0482963	-11254005.37	-2.457060264	-164353.6566	140.6849878	-1218844.25	45.85966819	-130.248728	-512201.323
UltraTech Cement	-12889.11686	484.6786108	-11270729.31	-2.462289556	-164595.8875	140.8533388	-1220645.682	45.90377623	-130.4645575	-512959.058
Titan Company	-12910.96677	485.3089253	-11287453.25	-2.467518848	-164838.1185	141.0216898	-1222447.113	45.94788427	-130.680387	-513716.7929
Adani Ports	-12932.81668	485.9392399	-11304177.18	-2.472748139	-165080.3494	141.1900408	-1224248.544	45.99199232	-130.8962166	-514474.5278
Power Grid Corporation	-12954.66659	486.5695544	-11320901.12	-2.477977431	-165322.5804	141.3583918	-1226049.975	46.03610036	-131.1120461	-515232.2627
Coal India	-12976.5165	487.1998689	-11337625.06	-2.483206723	-165564.8113	141.5267429	-1227851.406	46.0802084	-131.3278756	-515989.9976
Tata Steel	-12998.36642	487.8301834	-11354349	-2.488436014	-165807.0422	141.6950939	-1229652.837	46.12431645	-131.5437052	-516747.7325
JSW Steel	-13020.21633	488.460498	-11371072.93	-2.493665306	-166049.2732	141.8634449	-1231454.268	46.16842449	-131.7595347	-517505.4674
HDFC Life Insurance	-13042.06624	489.0908125	-11387796.87	-2.498894598	-166291.5041	142.0317959	-1233255.699	46.21253253	-131.9753642	-518263.2024
Tech Mahindra	-13063.91615	489.721127	-11404520.81	-2.50412389	-166533.735	142.2001469	-1235057.13	46.25664058	-132.1911938	-519020.9373
SBI Life Insurance	-13085.76606	490.3514415	-11421244.75	-2.509353181	-166775.966	142.368498	-1236858.561	46.30074862	-132.4070233	-519778.6722
Grasim Industries	-13107.61597	490.9817561	-11437968.68	-2.514582473	-167018.1969	142.536849	-1238659.992	46.34485666	-132.6228528	-520536.4071
Wipro	-13129.46588	491.6120706	-11454692.62	-2.519811765	-167260.4279	142.7052	-1240461.423	46.38896471	-132.8386824	-521294.142
Divi's Laboratories	-13151.31579	492.2423851	-11471416.56	-2.525041056	-167502.6588	142.873551	-1242262.854	46.43307275	-133.0545119	-522051.8769
Hero MotoCorp	-13173.1657	492.8726996	-11488140.5	-2.530270348	-167744.8897	143.041902	-1244064.285	46.47718079	-133.2703414	-522809.6119
